"id","note_a","note_b","additional_note","id_fee_id","name_a","name_addition","name_b","additional_note_en","name_a_en","name_addition_en","name_b_en","note_a_en","note_b_en"
"151",,,"""وردت عبارة """"آلات تجميع بغرز التصنير"""" في نص البند84.47 والبند الفرعي 8447.20 ترجمة للعبارة الواردة في النص الإنكليزي لنفس البند والبند الفرعي وهي """"bonding - Stitch """"وتعني الترابط بالغرز أما العبارة المقابلة لها الواردة في النص الفرنسي للبندين المذكورين فهي """" Couture-Tricotage """" وتعني (التصنير بالخياطة)""","84472000",,,"ملاحظة إضافية 12",NULL,NULL,NULL,NULL,NULL,NULL
"152",,,"""وردت عبارة """" آلات غسل مما يستعمل في المنازل أو المحال"""" في نص البند84.50 في جدول التعريفة المعد وفقاً للنظام المنسق وتعديلاته لعام 1996 من قبل الأمانة العامة الإدارة العامة للشؤون الاقتصادية، إدارة المال والتجارة والاستثمار لدى جامعة الدول العربية"""" ترجمة لعبارة """" household or laundry-type washing machines""""الواردة في نص نفس البند باللغة الإنكليزية في حين وردت عبارة """" آلات لغسل الملابس والبياضات المنزلية """" في نص البند84.50 في جدول تعريفة الرسوم الجمركية اللبناني المعد وفقا للنظام المنسق ترجمة للعبارة الواردة في نص نفس البند باللغة الفرنسية """"  Machines a laver le linge"""".وردت عبارة """" بما فيها مكابس التثبيت الحراري """" في نص البند 84.51 وفي نص البند الفرعي 8451.30 في جدول التعريفة المعد وفقا للنظام المنسق وتعديلاته لعام 1996من قبل الأمانة العامة الإدارة العامة للشؤون الاقتصادية، إدارة المال والتجارة والاستثمار لدى جامعة الدول العربية"""" مقابل عبارة """"  compris les presses a fixery""""الواردة في النص الفرنسي لنفس البندين التى لم تتضمن كلمة (حراري) أو مقابل عبارة """"  fusing presses including """" الواردة في نص نفس البندين باللغة الإنكليزية وهي تعني """" بما فيها مكابس الصهر"""" والمقصود هو الجمع بين المعنى الوارد في هذين النصين ""","84513010",,,"ملاحظة إضافية 13",NULL,NULL,NULL,NULL,NULL,NULL
"153",,,"""وردت عبارة """"آلات أنبوبية"""" نصاً  للبند الفرعي 8455.10 في جدول التعريفة المعد وفقاً للنظام المنسق وتعديلاته لعام 1996 من قبل الأمانة العامة الإدارة العامة للشؤون الاقتصادية، إدارة المال والتجارة والاستثمار لدى جامعة الدول العربية"""" مقابل عبارة """" laminoirs a tubes """"الواردة في النص الفرنسي لنفس البند أو عبارة """" tube mills """"الواردة في النص الإنكليزي، وتبين من شرح البند84.55 أن المقصود هو آلات ثقب السبائك المربعة أو مستطيلة القواعد (بيليت) أو القضبان لصنع الأنابيب غير الملحومة أو لتقليص أو للتجهيز النهائي لمواسير من صلب مصبوب ذات الأقطار الكبيرة وبالتالي فسمك جدران هذه الأنابيب وزيادة طولها أو تجهيزها نهائيا هي ً ليست آلات أنبوبية بل هي آلات صنع أنابيب """" laminoirs pour la fabrication des tubes """"كما جاء في شروح النظام المنسق في ابتداء من سبائك أو قضبان أو لشغلها أو تجهيزها نهائياً المجلد الرابع صفحة 1369 وبالتالي هي آلات تشكيل (درفلة) أنابيب وليست آلات أنبوبية""","84551000",,,"ملاحظة إضافية 14",NULL,NULL,NULL,NULL,NULL,NULL
"154",,,"""وردت في نص البند الفرعي 8460.30 المحرر باللغة الإنكليزية عبارة (tool or cutter grinding )وترجمتها """" شحذ الأدوات والنصال القاطعة """"علاوة على العبارة الواردة في كلا النصين الفرنسي والإنكليزي والمترجمة إلى العربية بعبارة """"آلات سن أخر""""""","84603100",,,"ملاحظة إضافية 15",NULL,NULL,NULL,NULL,NULL,NULL
"155",,,"""وردت في نص البند الفرعي 8460.30 المحرر باللغة الإنكليزية عبارة (tool or cutter grinding )وترجمتها """" شحذ الأدوات والنصال القاطعة """"علاوة على العبارة الواردة في كلا النصين الفرنسي والإنكليزي والمترجمة إلى العربية بعبارة """"آلات سن أخر""""""","84603900",,,"ملاحظة إضافية 15",NULL,NULL,NULL,NULL,NULL,NULL
"156",,,"""سقطت من الجملة الأخيرة من نص البند 84.66 من الجدول المذكور أعلاه كلمة """"يدوياً"""" الواردة في النصين الفرنسي"""" pour outils ou outillage """"  والإنكليزي """" for working in the hand"""" كما ورد في نص البند """" رؤوس اللقم ذاتية الفتح """" وهي ترجمة لعبارة """" Self-Opening diheads"""" ويقصد """"برؤوس اللقم"""" رؤوس اللولبة """"dieheads"""" أو """" filieres"""" . ""","84661000",,,"ملاحظة إضافية 17",NULL,NULL,NULL,NULL,NULL,NULL
"157",,,"""وردت الجملة الأخيرة من نص البند الفرعي8470.10 من الجدول الآنف الذكر """" آلات بحجم الجيب لتسجيل وعرض المعلومات ذات وظائف حاسبة """"، في حين وصفها النصان الفرنسي والإنكليزي لنفس البند بأنها """"آلات بحجم الجيب لتسجيل وإعادة عرض المعلومات ذات وظائف حاسبة (recording,reproducing and displaying) أو """" d'enrwgister , de reproduire et d'afficher""""""","84701000",,,"ملاحظة إضافية 18",NULL,NULL,NULL,NULL,NULL,NULL
"158",,,"""وردت عبارة """"وحدات تخزين ذاكرة"""" في نصوص البنود الفرعية 8471.50 و 8471.60 و 8471.70 في جدول التعريفة المعد وفقاً للنظام المنسق وتعديلاته لعام 1996 من قبل الأمانة العامة الإدارة العامة للشؤون الاقتصادية، إدارة المال والتجارة والاستثمار لدى جامعة الدول العربية """" مقابل عبارة """" storage units """"في نص نفس البنود باللغة الإنكليزية وترجمتها """"وحدات تخزين"""" أو عبارة """" unites de memoire  """"في النص الفرنسي وترجمتها""""وحدات ذاكرة""""""","84715000",,,"ملاحظة إضافية 19",NULL,NULL,NULL,NULL,NULL,NULL
"159",,,"""وردت عبارة """"وحدات تخزين ذاكرة"""" في نصوص البنود الفرعية 8471.50 و 8471.60 و 8471.70 في جدول التعريفة المعد وفقاً للنظام المنسق وتعديلاته لعام 1996 من قبل الأمانة العامة الإدارة العامة للشؤون الاقتصادية، إدارة المال والتجارة والاستثمار لدى جامعة الدول العربية """" مقابل عبارة """" storage units """"في نص نفس البنود باللغة الإنكليزية وترجمتها """"وحدات تخزين"""" أو عبارة """" unites de memoire  """"في النص الفرنسي وترجمتها""""وحدات ذاكرة""""""","84716000",,,"ملاحظة إضافية19",NULL,NULL,NULL,NULL,NULL,NULL
"16",,,"""يقصد بكلمة """"رقائق"""" الواردة في نص البند 1105والبند الفرعي 110520 رقائق صغيرة (بشرة """"flakes. )""","11052000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"160",,,"""وردت عبارة """"وحدات تخزين ذاكرة"""" في نصوص البنود الفرعية 8471.50 و 8471.60 و 8471.70 في جدول التعريفة المعد وفقاً للنظام المنسق وتعديلاته لعام 1996 من قبل الأمانة العامة الإدارة العامة للشؤون الاقتصادية، إدارة المال والتجارة والاستثمار لدى جامعة الدول العربية """" مقابل عبارة """" storage units """"في نص نفس البنود باللغة الإنكليزية وترجمتها """"وحدات تخزين"""" أو عبارة """" unites de memoire  """"في النص الفرنسي وترجمتها""""وحدات ذاكرة""""""","84717000",,,"ملاحظة إضافية 19",NULL,NULL,NULL,NULL,NULL,NULL
"161",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","85015300",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"162",,,"""ينص البند الفرعي 8502.40 على """" مغيرات دوارة كهربائية """"ويقصد بها تلك التي تغير التيار من تيّار متناوب AC إلى تيّار مستمر DC وبالعكس""","85024000",,,"ملاحظة إضافية 7",NULL,NULL,NULL,NULL,NULL,NULL
"163",,,"""ينص البند الفرعي 8502.40 على """" مغيرات دوارة كهربائية """"ويقصد بها تلك التي تغير التيار من تيّار متناوب AC إلى تيّار مستمر DC وبالعكس""","85183000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"164",,,"""وردت عبارة (للذبذبات السمعية) في نص البند الرئيسي 85.18 والبند الفرعي 8518.40 من """"جدول التعريفة الجمركية المعدل وفقا النظام المنسّق و فق التعديلات 1996 """" الصادر عن """"إدارة المال والتجارة والاستثمار الإدارة العامة للشؤون الاقتصادية الأمانة العامة لجامعة الدول العربي"""" ترجمة لعبارة """"audio-frequency""""وقد ورد تفسيرها في المعجم """"موجات صوتية ذات ذبذبات (سرعات) تسطيع الأذن البشرية إلتقاطها.""","85184000",,,"ملاحظة إضافية 9",NULL,NULL,NULL,NULL,NULL,NULL
"165",,,"""وردت عبارة (قواعد لمبات """"دوي"""") في نص البند الرئيسي 85.36 والبند الفرعي 8536.61 من """"جدول التعريفة الجمركية المعدل وفقا النظام المنسّق و فق التعديلات 1996 """" الصادر عن """"إدارة المال والتجارة والاستثمار الإدارة العامة للشؤون الاقتصادية الأمانة العامة لجامعة الدول العربية"""" في حين يستفاد من شرح البند 85.39 أن كلمة """" دوي"""" تعني الأغمدة الموصولة بالتيار التي تثبت فيها قاعدة اللمبة ووصف الشرح المذكور اللمبة بأنها تتكوّ ن من غلاف من الزجاج الأبيض أو الملون يتضمن شعيرات التوهج تتضمن قاعدته (كيلوت """"culot )""""وصلات لمرور التيار ووصف هذه القاعدة بأنها تكون ملولبة أو ذات نتوء لتثبيتها في الأغمدة الموصولة بالتيار(سوكات """"دوي douilles )""""وبالتالي فإن كلمة """" دوي"""" تعني غمد، أو ماسكات لمبات كما وردت تسميتها باللغة بالإنكليزية """"lamp-holders """"و (كيلوت""""culot )""""تعني قاعدة وورد تفسير كلمة """"culot """"في معجم الروس بأنها قاعدة اللمبة المعدنية المعدة للتتثبيت في الغمد """"دوي"""" وفسر كلمة """"دوي """"douille بأنها القطعة التي تثبت فيها قاعدة اللمبة وترجمها معجم المنهل بكلمة """"غمد"""" وهي الكلمة المستعملة في جدول تعريفة النظام المنسق اللبناني نسخة عام 1996 ويقابلها بالإنكليزية وفقا للمعجم الآنف الذكر كلمة """"socket """"وتعرف محلياً في الجمهورية العربية السورية بكلمة """" سوكة أو سوك"""" وترجم معجم المورد كلمة """" socket """" بكلمة """"مقبس.""","85366100",,,"ملاحظة إضافية 5",NULL,NULL,NULL,NULL,NULL,NULL
"166",,,"""يقصد بعبارة """"مصابيح مقفلة """" سيلد بيم """" Seald beam الواردة في نص البند الفرعي 8539.10 مصابيح السيارات المعدة بشكل وحدات مقفلة تضم العدسة والعاكس و شعيرات التوهج في جسم واحد مقفل بشكل محكم .""""seald"""" ""","85391000",,,"ملاحظة إضافية 6",NULL,NULL,NULL,NULL,NULL,NULL
"167",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87011010",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"168",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87011090",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"169",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87013010",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"17",,,"""يقصد بعبارة """"لب النارجيل"""" الواردة في نص البند 1203"""" نوى جوز الهند""""""","12030000",,,"ملاحظة إضافية 3",NULL,NULL,NULL,NULL,NULL,NULL
"170",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87013090",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"171",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019110",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"172",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019191",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"173",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019199",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"174",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019210",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"175",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019291",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"176",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019299",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"177",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019310",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"178",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019391",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"179",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019399",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"18",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","15071000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"180",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019410",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"181",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019499",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"182",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019510",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"183",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019591",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"184",,,"""يستوفى رسم نسبي مقطوع غير خاضع لأي ضميمة بمعدل %15 من القيمة عند وضع الجرارات في الاستهلاك بعد أن تكون قد منحت وضع الإدخال أو الاستيراد المؤقت (مرسوم تشريعي رقم 271 تاريخ: 4/11/1969 . """"لا تخضع لهذا الرسم النسبي المقطوع الجرارات المدخلة مؤقتا إلى أجنحة معرض دمشق الدولي في حال وضعها بالاستهلاك""""(كتاب وزارة المالية رقم 1994/6/4 تاريخ: 7/10/1971).""","87019599",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"185",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك -2- إن السيارات المستوردة التي تستفيد من الرسم المخفض تخضع لدى التنازل عنها للغير إلى الرسم العادي ضمن الشروط والتحفظات التي تحددها إدارة الجمارك (مذكرة الإدارة رقم 2150/ د/ 79 تاريخ: 1979/1/25).","87021010",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"186",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك -2- إن السيارات المستوردة التي تستفيد من الرسم المخفض تخضع لدى التنازل عنها للغير إلى الرسم العادي ضمن الشروط والتحفظات التي تحددها إدارة الجمارك (مذكرة الإدارة رقم 2150/ د/ 79 تاريخ: 1979/1/25).","87022010",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"187",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك -2- إن السيارات المستوردة التي تستفيد من الرسم المخفض تخضع لدى التنازل عنها للغير إلى الرسم العادي ضمن الشروط والتحفظات التي تحددها إدارة الجمارك (مذكرة الإدارة رقم 2150/ د/ 79 تاريخ: 1979/1/25).","87023010",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"188",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك -2- إن السيارات المستوردة التي تستفيد من الرسم المخفض تخضع لدى التنازل عنها للغير إلى الرسم العادي ضمن الشروط والتحفظات  التي تحددها إدارة الجمارك (مذكرة الإدارة رقم 2150/ د/ 79 تاريخ: 1979/1/25).","87024010",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"189",,,"""قصد بكراسي أطباّء الأسنان """" dentists' chairs """"بما فيها (الكراسي -الأسرة للتخدير """"chair-beds)"""": الكراسي التي يجلس عليها المرضى وقد وصفتها في الفقرة 12 من شرح البند 94.02 التي إستبعدت ما كان منها مندمجاً بمعدات طب الأسنان التي تدخل في البند 9018 بأنها تكون غالباً مزودة بآلية تلسكوبية تسمح برفع الكرسي أو إمالته وأحياناً بدوارانه حول عامود مركزي وإن وردت مزودة بجهاز إنارة أما المقاعد الخاصة بالأطباء              """"special seats for doctors and sergeons""""  فقد ورد وصفها في الفقرة /5/ من شرح البند. ووردت ترجمة كلمة """"chairs"""" في معجم المورد """" كراسي"""" مما أدى إلى الاستعاضة عن كلمة """" مقاعد"""" الواردة في جدول التعريفة الجمركية الصادر عن الجامعة العربية بكلمة كراسي تمييزا لها عن مقاعد الأطباء المترجمة عن كلمة """" seats""""  المذكور أعلاه.""","94021000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"19",,,"يسستوفى رسم انفاق استهلاكي على مشتملات البنود 1805 – 1806 بمعدل 3 %من القيمة المتخذة أساساً لتحديد الرسوم الجمركية مضافاً إليها الرسوم الجمركية وغيرها من الرسوم (المرسوم التشريعي رقم  11 :تاريخ 28-1-2015","18050000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"190",,,"إن ورق اللعب المستورد يخضع للختم ضمن الشروط المحددة في النظام الجمركي","95044000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"191",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","96020010",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"2",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","07133110",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"20",,,"يستوفى رسم انفاق استهلاكي عن مشتملات البند الرئيسي 2009 بمعدل 5 %من القيمة المتخذة أساس لحساب الرسوم الجمركية مضافا إليها الرسوم الجمركية وغيرها من الرسوم (بموجب المرسوم التشريعي رقم 11 لعام 2015).","20060000",,,"ملاحظة إضافية 1",NULL,NULL,NULL,NULL,NULL,NULL
"21",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20060000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"22",,,"""وردت عبارة """"بطريقة التقطير"""" في نص البند 2006 في جدول التعريفة الجمركية وفق النظام المتناسق ووفق التعديلات 1996 الصادر عن إدارة المال والتجارة والاستثمار الإدارة العامة للشؤون الاقتصادية الأمانة العامة لجامعة الدول العربية ترجمة لكلمة """"drained """"الواردة في نص نفس البند باللغة الأنكليزية أو """"egoutte """"في النص الفرنسي بينما وردت ترجمة هاتين الكلمتين في المعاجم """"مصفاة"""" كما وردت ترجمتها في شرح البند المذكور """"يصفى"""" وذلك في سياق عبارة (وبعد ان تتشبع الفواكه يصفى السائل الزائد) أما كلمة تقطير فهي ترجمة  لكلمة """"distillation """"وهي تعني عملية التبخير الجزئي للمخاليط السائلة ثم تكثيف الأبخرة المتكونة منها لفصلها عن بعضها، كتقطير النفط أو تقطير الخمر للحصول على الكحول.""","20060000",,,"ملاحظة إضافية 3",NULL,NULL,NULL,NULL,NULL,NULL
"23",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20087000",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"24",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20091910",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"25",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20092110",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"26",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20093110",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"27",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20093910",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"28",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20094110",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
"29",,,"يطبق الرسم المخفض ضمن الشروط والتحفظات التي تحددها إدارة الجمارك","20094910",,,"ملاحظة إضافية 2",NULL,NULL,NULL,NULL,NULL,NULL
