"id","label","review_en","id_parent_3_id","review","review_value","label_en"
"18063100","غيرها بشكل كتل أو ألواح أو قضبان: محشوة  ",,"1806",,,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled"
"18063200","غيرها بشكل كتل أو ألواح أو قضبان: غير محشوة  ",,"1806",,,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excl. filled)"
"18069000","غيرها بشكل كتل أو ألواح أو قضبان: غيرها",,"1806",,,"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= 2 kg (excl. in blocks, slabs or bars and cocoa powder)"
"19011000","محضرات معدة لتغذية الأطفال الرضع و الأطفال الصغار، مهيأة للبيع بالتجزئة (بما فيها السيريلاك)",,"1901",,,"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or malt extract, not containing cocoa or containing < 40% by weight of cocoa calculated on a totally defatted basis, n.e.s. and of milk, sour cream, whey, yogurt, kephir or similar goods of heading 0401 to 0404, not containing cocoa or containing < 5% by weight of cocoa calculated on a totally defatted basis, n.e.s."
"19012000","مخاليط وعجائن لتحضير منتجات المخابز الداخلة في البند 1905  ",,"1901",,,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing < 40% by weight of cocoa calculated on a totally defatted basis, n.e.s. and of mixes and doughs of milk, cream, butter milk, sour milk, sour cream, whey, yogurt, kephir or similar goods of heading 0401 to 0404, not containing cocoa or containing < 5% by weight of cocoa calculated on a totally defatted basis, n.e.s., for the preparation of bakers wares of heading 1905"
"19019010","غيرها: خلاصات الشعير الناشط ""مالت""",,"1901",,,"Other: Activated Barley Extracts “Malt”"
"19019090","محضرات غذائية من دقيق (طحين) أو جريش أو سميد أو نشاء أو خلاصات المالت، لا تحتوي على الكاكاو أو تحتوي عليه بنسبة تقل عن %40 وزناً محسوبة على أساس مادة الكاكاو المنزوع دسمها كلياً، غيرها",,"1901",,,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing < 40% by weight of cocoa calculated on a totally defatted basis, n.e.s. and food preparations of milk, cream, butter milk, sour milk, sour cream, whey, yogurt, kephir or similar goods of heading 0401 to 0404, not containing cocoa or containing < 5% by weight of cocoa calculated on a totally defatted basis, n.e.s. (excl. for infant use, put up for retail sale, and mixes and doughs for the preparation of bakers wares of heading 1905)"
"19021100","عجائن غذائية غير مطبوخة ولا محشوة وغير محضرة بطريقة أخرى: محتوية على بيض ",,"1902",,,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs"
"19021900","عجائن غذائية غير مطبوخة ولا محشوة وغير محضرة بطريقة أخرى: غير ها ",,"1902",,,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs"
"19022000","عجائن غذائية محشوة وإن كانت مطهية أو محضرة بطريقة أخرى  ",,"1902",,,"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared"
"19023000","عجائن غذائية أخرى غيرها",,"1902",,,"Pasta, cooked or otherwise prepared (excl. stuffed)"
"19024000","كسكسي ""مغربية coscous"" ",,"1902",,,"Couscous, whether or not prepared"
"19030000","تابيوكا وأبدالها محضرة من النشاء، بشكل رقائق أو حبيبات أو حبوب مدورة أو نخالات أو بأشكال مماثلة.",,"1903",,,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or similar forms"
"19041000","حبوب متحصل عليها بتنفيش أو بالتحميص ",,"1904",,,"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes"
"19042000","رقائق حبوب غير المحمصة أو من مخاليط من رقائق حبوب غير المحمصة مع رقائق حبوب محمصة أو حبوب منفوشة ",,"1904",,,"Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals"
"19043000","برغل القمح ",,"1904",,,"Bulgur wheat"
"19049000","غيرها بما فيها رقائق ذرة كورن فليكس  ",,"1904",,,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise prepared, n.e.s. (excl. flour, groats and meal, food preparations obtained by swelling or roasting or from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals and bulgur wheat)"
"19051000","خبز جاف وهش (معد للقرمشة ""crispbread"")  ",,"1905",,,"Crispbread"
"19052000","خبز الزنجبيل وما يماثله ",,"1905",,,"Gingerbread and the like, whether or not containing cocoa"
"19053100","بسكويت حلو ",,"1905",,,"Sweet biscuits"
"19053200","فطائر ذات ترابيع مجوفة(waffles gaufres) ورقائق ويفر منتفشة (wafers gaufrettes)",,"1905",,,"Waffles and wafers"
"19054000","بقسماط أو خبز محمص (توست ""Toasted"") ومنتجات محمصة مماثلة ",,"1905",,,"Rusks, toasted bread and similar toasted products"
"19059000","خبز و فطائر وكعك وبسكويت وغيرها من منتجات المخابز : غيرها",,"1905",,,"Bread, pastry, cakes, biscuits and other bakers wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products (excl. crispbread, gingerbread and the like, sweet biscuits, waffles, wafers not mentioned, rusks, toasted bread and similar toasted products)"
"20011000","خيار و قثاء وخيار صغير محبب محضرة أو محفوظة بالخل أو بحمض الخليك ",,"2001",,,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid"
"20019000","خضروفواكه وأثمار قشرية وأجزاء من نباتات صالحة للأكل ،محضرة أومحفوظة الخل أو بحمض الخليك: غيرها",,"2001",,,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid (excl. cucumbers and gherkins)"
"20021000","بندورة ( طماطم ) كاملة أو مقطعة محضرة أو محفوظة بغير الخل أو حمض الخليك ",,"2002",,,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid"
"20029000","بندورة (طماطم) (كاملة أو مقطعة) محضرة أو محفوظة بغير الخل أو حمض الخليك : غيرها ",,"2002",,,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. whole or in pieces)"
"20031000","فطور (من نوع آغاريكاس "" Agaricus"")، محضرة أو محفوظة بغير الخل أو حمض الخليك  ",,"2003",,,"Mushrooms of the genus ""Agaricus"", prepared or preserved otherwise than by vinegar or acetic acid"
"20039000","فطور وكمأة، محضرة أو محفوظة بغير الخل أو حمض الخليك: غيرها",,"2003",,,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excl. mushrooms of the genus ""Agaricus"")"
"20041000","محضرة أومحفوظة بغيرالخل أوحمض الخليك، مجمدة، عدا المنتجات الداخلة في البند  2006 : بطاطا  (بطاطس)",,"2004",,,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen"
"20049000","خضر أخر محضرة أو محفوظة بغير الخل أوحمض الخليك، مجمدة، عدا الداخلة في البند 2006 : خضر أخر و خليط خضر",,"2004",,,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic acid, frozen (excl. preserved by sugar, and tomatoes, mushrooms, truffles and potatoes, unmixed)"
"20051000","خضر  أخر محضرة أو  محفوظة بغير الخل أوحمض الخليك، غير مجمدة، عدا  المنتجات الداخلة في البند 2006 : خضر متجانسة ",,"2005",,,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers of <= 250 g"
"20052010","بطاطا ( بطاطس): رقائق مستطيلة مصنوعة من دقيق البطاطا مملحة ومضاف إليها مواد حافظة، مجففة معدة للاستهلاك بعد القلي ",,"2005",,,"Potatoes: rectangular chips made from potato flour, salted, with added preservatives, dried, prepared for consumption after frying."
"20052090","بطاطا (بطاطس) : غيرها ",,"2005",,,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"
"20054000","بازيلاء (بيزوم ساتيفوم ""PISUM SATIVUM"") محفوظة بغير الخل أو حمض الخليك، غير مجمدة عدا الداخلة في البند 6006 ",,"2005",,,"Peas ""Pisum Sativum"", prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"
"20055100","فاصولياء أو لوبياء مقشورة (حب) محفوظة بغير خل أو حمض الخليك، غير مجمدة عدا الداخلة في البند 6006 ",,"2005",,,"Shelled beans ""Vigna spp., Phaseolus spp."", prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"
"20055900","فاصولياء أو لوبياء(نوع فيجنا ""Vigne spp"" أو فاسيولوس "" Phaseolus spp""): غيرها",,"2005",,,"Unshelled beans ""Vigna spp., Phaseolus spp."", prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"
"20056000","هليون محفوظة بغير الخل أو حمض الخليك، غير مجمدة عدا الداخلة في البند 2006 ",,"2005",,,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"
"20057000","زيتون محفوظة بغير الخل أو حمض الخليك، غير مجمدة عدا الداخلة في البند 2006  ",,"2005",,,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"
"20058000","ذرة حلوة  (زيامايس سكاراتا "" zea mays var saccharata"" ) محفوظة بغير الخل أو حمض الخليك، غير مجمدة عدا الداخلة في البند 2006  ",,"2005",,,"Sweetcorn ""Zea Mays var. Saccharata"", prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"
"20059100","براعم الخيزران (براعم البامبو ""Bamboo shoots"") محفوظة بغير الخل أو حمض الخليك، غير مجمدة ، عدا الداخلة في البند 2006 ",,"2005",,,"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"
"20059910","عجائن من دقيق او سميد او جريش الذرة العادية او الحلوة بشكل اقماع او بشكل اخر معدة للاستهلاك للقرمشة بعد القلي ",,"2005",,,"Dough made of flour, semolina, or regular or sweet corn grits in the form of cones or in another form, prepared for consumption for crunchiness after frying."
"20059990","خضر أخر وخليط خضر :غيرها ، محفوظة بغير الخل أو حمض الخليك، غير مجمدة عدا مادخل البند 2006  ",,"2005",,,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen (excl. preserved by sugar, homogenised vegetables of subheading 2005.10, and tomatoes, mushrooms, truffles, potatoes, peas ""Pisum sativum"", beans ""Vigna, Phaseolus"", asparagus, olives, sweetcorn ""Zea Mays var. Saccharata"" and bamboo shoots, unmixed)"
"20060000","خضر وفواكه وأثمار قشرية وقشور فواكه وأجــزاء أخــر مــن النباتات، محفوظة بالسكر(مصفاة من فائض السائل الحلو الكثيف بعد تشبيعها به أو ملمعة أو مبلورة السطح بسائل السكروز) ","Review additional notes for this chapter","2006","تراجع الملاحظات الإضافية لهذا الفصل","0","Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar ""drained, glacé or crystallised"""
"20071000","دراق""Peaches"" محضرة أو محفوظة بطريقة أخرى، وإن أضيف اليها سكر غيرها",,"2007",,,"Homogenised preparations of jams, jellies, marmalades, fruit or nut purées and nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter, put up for retail sale as infant food or for dietetic purposes, in containers of <= 250 g"
"20079100","فواكه حمضية متحصل عليها بالطبخ وإن أضيف اليها السكر أو مواد تحلية أخر  ",,"2007",,,"Citrus fruit jams, jellies, marmalades, purées or pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter (excl. homogenised preparations of subheading 200710)"
"20079910","عجينة ثمار قشرية وإن كانت مخلوطة أو محتوية على مواد حافظة فقط  ",,"2007",,,"Crust fruit paste, whether mixed or containing preservatives only"
"20079990","مربى وهلام فواكه، وخبيص (مرملاد) أو هريس أو عجن فواكه أو أثمار قشرية، بالطبخ، وإن أضيف إليها السكر أو مواد تحلية  أخر : غيرها ",,"2007",,,"Jams, jellies, marmalades, purées or pastes of fruit, obtained by cooking, whether or not containing added sugar or other sweetening matter (excl. citrus fruit and homogenised preparations of subheading 200710)"
"20081100","فول سوداني",,"2008",,,"Groundnuts, prepared or preserved (excl. preserved with sugar)"
"20081900","أثمار قشرية و فول سوداني و بذور أ خر وإن كانت مخلوطة معاً: غيرها بما في ذلك المخاليط",,"2008",,,"Nuts and other seeds, incl. mixtures, prepared or preserved (excl. prepared or preserved with vinegar, preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and groundnuts)"
"20082000","أناناس، محضرة أو محفوظة بطريقة أخرى، وإن أضيف اليها سكر غيرها",,"2008",,,"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking)"
"20083000","فواكه حمضية (حمضيات) محضرة أو محفوظة بطريقة أخرى، وإن أضيف اليها سكر غيرها ",,"2008",,,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, n.e.s."
"20084000","كمثري (أجاص ""Pears"")محضرة أو محفوظة بطريقة أخرى، وإن أضيف اليها سكر غيرها",,"2008",,,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, n.e.s."
"20085000","مشمش محضرة أو محفوظة بطريقة أخرى، وإن أضيف اليها سكر غيرها ",,"2008",,,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking)"
"20086000","كرز محضرة أو محفوظة بطريقة أخرى، وإن أضيف اليها سكر غيرها",,"2008",,,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking)"
"20087000","دراق""Peaches""  ( يعرف بالخوخ في مصر ) (بمافي ذلك الدرق أملس القشرة عديم الزغب المعروف بالنكتارين""nectarines) ، محضرة أو محفوظة بطريقة أخرى، وإن أضيف اليها سكر","See Additional Note No. 2 for Chapter 8","2008","تراجع الملاحظة الإضافية رقم 2  للفصل الثامن","0","Peaches, incl. nectarines, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit (excl. preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking)"
"20088000","فراولة ( فريز) محضرة أو محفوظة بطريقة أخرى، وإن أضيف اليها سكر غيرها",,"2008",,,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, n.e.s."
"20089100","قلب النخيل محضرة أو محفوظة بطريقة أخرى، وإن أضيف اليها سكر غيرها",,"2008",,,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit (excl. prepared or preserved with vinegar)"
"20089300","توت بري (فاكسينيوم ماكروكربون فاكسينيوم أو كسيكوكس ) ، عصير عنب الثور "" لينجويزي "" ( فاكسينيوم فايتيس - آيدايا)  ",,"2008",,,"Cranberries ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"", prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, n.e.s."
"20089700","مخاليط",,"2008",,,"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit (excl. mixtures of nuts, groundnuts and other seeds and preparations of the Müsli type based on unroasted cereal flakes of subheading 19042010, and prepared or preserved with vinegar, preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking)"
"20089900","غيرها بما فيها لب الفواكه  ",,"2008",,,"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit (excl. prepared or preserved with vinegar, preserved with sugar but not laid in syrup, jams, fruit jellies, marmalades, fruit purée and pastes, obtained by cooking, and nuts, groundnuts and other seeds, pineapples, citrus fruits, pears, apricots, cherries, peaches, strawberries, palm hearts and cranberries)"
"20091110","مكثفات مركزة صناعية من عصير البرتقال مجمد غير مختمر ",,"2009",,,"Artificial concentrates from frozen unfermented orange juice"
"20091190","غيرها من عصير البرتقال مجمد غير مختمر",,"2009",,,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20091210","مكثفات مركزة صناعية من عصير البرتقال غير مجمدة، ذو قيمة بريكس لا تزيد عن 20 غير مختمر ",,"2009",,,"Industrial concentrated thickeners from unfrozen orange juice, with a Brix value not exceeding 20, unfermented"
"20091290","عصير البرتقال غير مجمدة، ذو قيمة بريكس لا تزيد عن 20: غيرها",,"2009",,,"Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit and frozen)"
"20091910","مكثفات مركزة صناعية من عصير البرتقال غير مجمدة، ذو قيمة بريكس تزيد عن 20 غير مختمر","See Supplementary Note No. 2 for this chapter","2009","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","0","Artificial concentrated condensates from orange juice, not frozen, with a Brix value of more than 20, unfermented"
"20091990","عصير البرتقال غير مجمدة، ذو قيمة بريكس تزيد عن 20كغ غير مختمر (غير مذكور سابقاً)","See Supplemental Note No. 2 for this chapter","2009",,,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter (excl. containing spirit, frozen, and of a Brix value <= 20 at 20°C)"
"20092110","مكثفات مركزة صناعية من عصير ليمون هندي ذو قيمة بريكس لا تزيد عن 20 غير مختمر","See Supplementary Note No. 2 for this chapter","2009","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","0","Industrial concentrated thickeners from Indian lemon juice with a Brix value not exceeding 20, unfermented"
"20092190","عصير ليمون هندي ذو قيمة بريكس لا تزيد عن 20كغ عدا مكثفات مركزة صناعية غير مختمر ","See Supplemental Note No. 2 for this chapter","2009",,,"Grapefruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20092910","مكثفات مركزة صناعية من عصير ليمون هندي ذو قيمة بريكس تزيد عن 20كغ غير مختمر ",,"2009",,,"Industrial concentrated thickeners from Indian lemon juice with a Brix value exceeding 20 kg, unfermented"
"20092990","عصير ليمون هندي ذو قيمة بريكس تزيد عن 20كغ عدا مكثفات مركزة صناعية غير مختمر",,"2009",,,"Grapefruit juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20093110","عصير أي نوع وحيد آخر من الحمضيات ، ذو قيمة بريكس لا تزيد عن 20 : مكثفات مركزة صناعية","See Supplementary Note No. 2 for this chapter","2009","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","0","Juice of any other single type of citrus, with a Brix value not exceeding 20: industrial concentrated thickeners"
"20093190","عصير أي نوع وحيد آخر من الحمضيات ذو قيمة بريكس لا تزيد عن 20 ،  مكثفات مركزة صناعية: غيرها","See Supplemental Note No. 2 for this chapter","2009",,,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit, mixtures, orange juice and grapefruit juice)"
"20093910"," عصير أي نوع وحيد آخر من الحمضيات ، غيرها من مكثفات مركزة صناعية ","See Supplementary Note No. 2 for this chapter","2009","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","0"," Juice of any other single type of citrus, other industrial concentrates"
"20093990","عصير أي نوع وحيد آخر من الحمضيات : غيرها : غيرها","See Supplemental Note No. 2 for this chapter","2009",,,"Single citrus fruit juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit, mixtures, orange juice and grapefruit juice)"
"20094110","عصير الاناناس ذو قيمة بريكس ""Brix value"" لا تزيد عن 20: مكثفات مركزة صناعية","See Supplementary Note No. 2 for this chapter","2009","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","0","Pineapple juice with a Brix value not exceeding 20: concentrated industrial thickeners"
"20094190","عصير الأناناس ذو قيمة بريكس لا تزيد عن 20 : غيرها ","See Supplemental Note No. 2 for this chapter","2009",,,"Pineapple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20094910","عصير الأناناس : غيرها : مكثفات مركزة صناعية","See Supplementary Note No. 2 for this chapter","2009","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","0","Pineapple juice: others: industrial concentrated thickeners"
"20094990","عصير الأناناس : غيرها : غيرها","See Supplemental Note No. 2 for this chapter","2009",,,"Pineapple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20095000","عصير البندورة (عصير طماطم) غير مختمر ",,"2009",,,"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20096110"," عصير عنب (بمافيه سلافة العنب) ذو قيمة بريكس لا تزيد عن 20:  مكثفات مركزة صناعية","See Supplementary Note No. 2 for this chapter","2009","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","0"," Grape juice (including grape juice) with a Brix value not exceeding 20: industrial concentrated thickeners"
"20096190","عصير عنب (بمافيه سلافة العنب) ذو قيمة بريكس لا تزيد عن 20: غيرها ","See Supplemental Note No. 2 for this chapter","2009",,,"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20096910","مكثفات مركزة صناعية من عصير عنب (بمافيه سلافة العنب) : ذو قيمة بريكس تزيد عن 20 : مكثفات مركزة صناعية",,"2009",,,"Industrial concentrated thickeners from grape juice (including grape peel): with a Brix value of more than 20: industrial concentrated thickeners"
"20096990","عصير عنب (بمافيه سلافة العنب) : ذو قيمة بريكس تزيد عن 20 : غيرها",,"2009",,,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20097110"," عصير تفاح ذو قيمة بريكس لا تزيد عن 20  : مكثفات مركزة صناعية ",,"2009",,," Apple juice with a Brix value not exceeding 20: industrial concentrated thickeners"
"20097190","عصير تفاح ذو قيمة بريكس لا تزيد عن 20 : غيرها",,"2009",,,"Apple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20097910","مكثفات مركزة صناعية من عصير تفاح ذو قيمة بريكس تزيد عن 20 غير مختمر ","See Supplementary Note No. 2 for this chapter","2009","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل","0","Artificial concentrated thickeners from unfermented apple juice with a Brix value of more than 20"
"20097990","عصير تفاح ذو قيمة بريكس تزيد عن 20 عدا مكثفات مركزة صناعية غير مختمر ","See Supplemental Note No. 2 for this chapter","2009",,,"Apple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20098100","عصير توت بري (فكسينيوم ماكروكربون، فاكسينيوم أو كسيكوكس )، عصير عنب الثور : ""لينجوبزي "" (فاكيسنيوم فايتس آيدايا )  ",,"2009",,,"Cranberry ""Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"" juice, unfermented, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"20098910","مكثفات مركزة صناعية أخرى من عصير أي نوع واحد من الفواكه أو الخضار غير عصير التوت البري  ",,"2009",,,"Other artificial concentrates from the juice of any one type of fruit or vegetable other than cranberry juice"
"20098990","عصير فواكه (بما فيه سلافة العنب) وعصير خضر، غير مختمر ولا مضاف إليه مشروبات روحية، وإن أضيف إليه سكر أو مواد تحليه أخر: عصير من أي نوع أخر من الفواكه أو الخضر: غيرها",,"2009",,,"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening matter (excl. containing spirit, mixtures, and juice of citrus fruit, pineapples, tomatoes, grapes, incl. grape must, apples and cranberries)"
"20099010","مكثفات خليط عصائر ",,"2009",,,"Juice mixture thickeners"
"20099090","خليط عصائر جاهزة غير مختمر  ",,"2009",,,"Mixtures of fruit juices, incl. grape must, and vegetable juices, unfermented, whether or not containing added sugar or other sweetening matter (excl. containing spirit)"
"21011100","خلاصات وأرواح ومركزات",,"2101",,,"Extracts, essences and concentrates, of coffee"
"21011200","محضرات أساسها الخلاصات أو الأرواح أو المركزات أو أساسها البن ",,"2101",,,"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of coffee"
"21012000","خلاصات و أرواح و مركزات شاي أو مته و محضرات أساسها هذه الخلاصات أو الأرواح أو المركزات أو أساسها الشاي أو المتة",,"2101",,,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these extracts, essences or concentrates, or with a basis of tea or maté"
"21013000","هندباء ""شيكوريا"" محمصة وغيرها من أبدال البن المحمصة وخلاصاتها و أرواحها و مركزاتها ",,"2101",,,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof"
"21021000","خمائر حية فعالة  ",,"2102",,,"Active yeasts"
"21022000","خمائر ميتة غير فعالة؛ وغيرها من الكائنات المجهرية دقيقة أخرى وحيدة الخلية، ميتة  ",,"2102",,,"Inactive yeasts; other dead single-cell micro-organisms (excl. packaged as medicaments)"
"21023000","مساحيق محضرة للتخمير (بيكنغ باودرز ""backing powders"")  ",,"2102",,,"Prepared baking powders"
"21031000","صلصة الصويا",,"2103",,,"Soya sauce"
"21032000","صلصة بندورة (طماطم) مسماة بالكتش آب ""ketchup"" وصلصات بندورة (طماطم) أخر ",,"2103",,,"Tomato ketchup and other tomato sauces"
"21033000","دقيق ومساحيق الخردل وخردل محضر",,"2103",,,"Mustard flour and meal, whether or not prepared, and mustard"
"21039000","صلصات محضرة ومحضرات للصلصات؛ توابل مخلوطة؛ دقيق و مساحيق خردل وخردل محضر: غيرها",,"2103",,,"Preparations for sauces and prepared sauces; mixed condiments and seasonings (excl. soya sauce, tomato ketchup and other tomato sauces, mustard, and mustard flour and meal)"
"21041000","حساء ومرق ومحضرات إعدادها ",,"2104",,,"Soups and broths and preparations therefor"
"21042000","محضرات غذائية مركبة متجانسة ",,"2104",,,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, such as meat, fish, vegetables or fruit, put up for retail sale as infant food or for dietetic purposes, in containers of <= 250 g"
"21050000","مثلجات (آيس كريم، بوظة ، إلخ) ومثلجات أخر صالحة للأكل، وإن احتوت على الكاكاو",,"2105",,,"Ice cream and other edible ice, whether or not containing cocoa"
"21061000","مركزات بروتين ومواد بروتينية معدلة البنية ""textured"" (معدلة خصائصها الفيزيائية )",,"2106",,,"Protein concentrates and textured protein substances"
"21069010","محضرات لا تستعمل مباشرة (بحالتها الراهنة) في التغذية البشرية او بعد معالجتها بالطبخ او الاذابة او الغلي في الماء او الحليب  ) تتكون كلياً أو جزئياً من مواد غذائية تستعمل في الصاعات الغذائية",,"2106",,,"Preparations that are not used directly (in their current state) for human nutrition or after processing by cooking, dissolving or boiling in water or milk) that consist wholly or partly of foodstuffs used in food industries."
"21069020","محضرات تتكون من مخاليط مواد كيماوية (أحماض عضوية، أمالح الكالسيوم، ليستين،   ) مع مواد غذائية (دقيق، سكر، دهن، مسحوق الحليب المجفف    ) لاجل إدخالها في محضرات الاغذية إما كعناصر أساسية أو لتحسين بعض صفاتها واردة في عبوات غير مهيأة للبيع بالتجزئة وزن المحتوى الصافي للواحدة منها 20 كغ أو اكثر",,"2106",,,"Preparations consisting of mixtures of chemical substances (organic acids, calcium salts, lecithin,) with food substances (flour, sugar, fat, powdered milk powder) for inclusion in food preparations either as basic elements or to improve some of their characteristics. They are contained in packages not intended for retail sale. Weight The net content of each one is 20 kg or more"
"21069030","مبيض القهوة ( Coffee Whitener  ) والكريما النباتية وارد في عبوات غير مهيأة للبيع في التجزئة وزن المحتوى الصافي للواحدة منها 10 كغ أو أكثر",,"2106",,,"Coffee whitener and vegetable cream are contained in packages not prepared for retail sale, the net content of each of which is 10 kg or more."
"21069040","محضرات لتغذية الحيوانات اساسها الحليب (بديل الحليب)  ",,"2106",,,"Preparations for animal feed based on milk (milk substitute)"
"21069050","متتمات غذائية صيدلانية لتحسين الصحة  ",,"2106",,,"Pharmaceutical nutritional supplements to improve health"
