"id","note_a","note_b","note_c","note_d","note_e","note_num","id_chapter_id","note_a_en","note_b_en","note_c_en","note_d_en","note_e_en","note_num_en"
"74","لا يشمل هذا الفصل : # أ -  الكبريت المتسامى (زهر الكبريت) والكبريت المرسب والكبريت الغروى (البند 28.02)؛  # ب -  الأتـربـة الملونـة التى تحتوى على 70% وزناً أو أكثر من الحديد المتحد مقدراً كأوكسيد الحديديك (Fe2 O3) (البند 28.21)؛  # ج -  الأدوية والمنتجات الأخر الداخلة فى الفصل 30؛  # د -  محضرات العطور أو التطرية أوالتجميل (الفصل 33)؛  # هـ - ترابيـع وأحجار التبليـط ورصف الطرق (البند 68.01)؛ مكعبات الفسيفساء، ومايماثلها (البند 68.02)؛ ألواح الأردواز للأسقف والواجهات (البند 68.03)؛  # و -  الأحجار الكريمة وشبه الكريمة (البند 71.02 أو البند 71.03)؛  # ز -  البللورات المزروعة (عدا العناصر البصرية)، التى لا يقل وزن الواحدة منها عن 2.5 جم من كلوريد الصوديوم أو أوكسيد الماغنسيوم الداخلة فى البند 38.24؛ العناصر البصرية من كلوريد الصوديوم أو أوكسيد الماغنسيوم (البند 90.01)؛  # ح - طباشير البلياردو (البند 95.04)؛ # ط - طباشير الكتابة أو الرسم وطباشير الخياطين (البند 96.09) .",,,,,"ملاحظة 2:","25","This Chapter does not cover : #  (a) Sublimed sulphur, precipitated sulphur or colloidal sulphur (heading 28.02); #  (b) Earth colours containing 70 % or more by weight of combined iron evaluated as Fe2O3 (heading 28.21); #   (c)  Medicaments or other products of Chapter 30; #   (d) Perfumery, cosmetic or toilet preparations (Chapter 33); #  (e)  Dolomite ramming mix (heading 38.16); #  (f)  Setts, curbstones or flagstones (heading 68.01); mosaic cubes or the like (heading 68.02); roofing, facing or damp course slates (heading 68.03); #  (g)  Precious or semi‑precious stones (heading 71.02 or 71.03); # (h)  Cultured crystals (other than optical elements) weighing not less than 2.5 g each, of sodium chloride or of magnesium oxide, of heading 38.24; optical elements of sodium chloride or of magnesium oxide (heading 90.01); # (ij) Billiard chalks (heading 95.04); or #  (k) Writing or drawing chalks or tailors’ chalks (heading 96.09).",,,,,"Note 2:"
"75","كل منتج قابل للتبنيد فى البند 25.17 وفى نفس الوقت فى أى بند آخر من هذا الفصل يدخل فى البند 25.17",,,,,"ملاحظة 3:","25","Any products classifiable in heading 25.17 and any other heading of the Chapter are to be classified in heading 25.17.",,,,,"Note 3:"
"76","يشمل البند 25.30 فيما يشمل : الفيرمكيوليت والبيرليت (الزجاج البركانى) والكلوريت غير الممددة؛ الأتربة الملونة، وإن كانت مكلسة أو مخلوطة بعضها ببعض؛ أكاسيد الحديد الميكية الطبيعية؛ زبد البحر الطبيعى (مرشوم) وإن كان قطعاً مصقولة؛ كهرمان طبيعى؛ زبد البحر المكتل وكهرمان مكتل، بشكل صفائح أو قضبان أو عيدان أو بأشكال مماثلة، غير مشغولة بعد قولبتها؛ كهرمان أسود؛ سترونتيانيت (وإن كان مكلساً)، عدا أوكسيد الستروتنيوم؛ كسارات الخزف أو الآجر ( القرميد ) أو الخرسانة .",,,,,"ملاحظة 4:","25","Heading 25.30 applies, inter alia, to : vermiculite, perlite and chlorites, unexpanded; earth colours, whether or not calcined or mixed together; natural micaceous iron oxides; meerschaum (whether or not in polished pieces); amber; agglomerated meerschaum and agglomerated amber, in plates, rods, sticks or similar forms, not worked after moulding; jet; strontianite (whether or not calcined), other than strontium oxide; broken pieces of pottery, brick or concrete.",,,,,"Note 4:"
"77","لا يشمل هذا الفصل : # أ -  خبث المعادن والنفايات الصناعية المماثلة المحضرة كحصباء (البند 25.17)؛  # ب -  كربونات الماغنسيوم الطبيعية (مغنزيت)، وإن كانت مكلسة، (البند 25.19)؛ # ج -  وحول خزانات زيوت النفط المكونة أساساً من هذه الزيوت (27.10)؛ # د -  الخبث القاعدى (الفوسفاتى) الناتج عن عملية نزع الفوسفور، الداخل فى الفصل 31؛ # هـ -  ألياف خبث المعادن أو الألياف الصخرية، أو الألياف المعدنية المماثلة (البند 68.06)؛ # و -  نفايات أو خردة المعادن الثمينة أو المعادن العادية المكسوة بقشرة من معادن ثمينة؛ نفايات وخـردة أخـرى محتوية على معادن ثمينة أو على مركبات من معادن ثمينة، من الأنواع المستخدمة بصورة رئيسية لإسترجاع المعادن الثمينة (البند 71.12)؛  # ز -  النحاس أو النيكل أو الكوبـالت، نصف الخام (مات) الناتجة عن أية عملية صهر (القسم الخامس عشر). ",,,,,"ملاحظة 1:","26","This Chapter does not cover :#  (a)      Slag or similar industrial waste prepared as macadam (heading 25.17); # (b)      Natural magnesium carbonate (magnesite), whether or not calcined (heading 25.19); # (c)      Sludges from the storage tanks of petroleum oils consisting mainly of such oils (heading 27.10); # (d)      Basic slag of Chapter 31; #  (e)      Slag wool, rock wool or similar mineral wools (heading 68.06); # (f)      Waste or scrap of precious metal or of metal clad with precious metal; other waste or scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal (heading 71.12 or 85.49); or #(g)      Copper, nickel or cobalt mattes produced by any process of smelting (Section XV).",,,,,"Note 1:"
"78","""من أجل تطبيق أحكام البنود من 26.01 الى 26.17، يقصد بعبارة """"خامات المعادن""""، المعادن مـن الأنـواع المعروفة فى علم المعادن والتى تستعمل فعلاً فى صناعة التعدين لإستخلاص الزئبق أو المعادن الداخلة فى البند 28.44 أو المعادن الداخلة فى القسمين الرابع عشر أو الخامس عشر، وإن كانت غير معدة لصناعة التعدين وعلى أية حال لاتشمل البنود من 26.01 الى 26.17 المعادن التى أخضعت لعمليات غير تلك المتبعة عادة فى صناعة التعدين""",,,,,"ملاحظة 2:","26","For the purposes of headings 26.01 to 26.17, the term “ores” means minerals of mineralogical species actually used in the metallurgical industry for the extraction of mercury, of the metals of heading 28.44 or of the metals of Section XIV or XV, even if they are intended for non-metallurgical purposes. Headings 26.01 to 26.17 do not, however, include minerals which have been submitted to processes not normal to the metallurgical industry.",,,,,"Note 2:"
"79","ينطبق البند 26.20 فقط على : # أ -  الرماد والبقايا من الأنواع المستعملة فى الصناعة إما لإستخراج المعادن أو كقاعدة لصناعة المركبات الكيميائية للمعادن، بإستثـناء الرماد والبقايا الناتجة عن حرق نفايات البلديات (البند 26.21 )؛و # ب -  الرمـاد والبقايـا المحتويـة على الزرنيخ، وإن كانت محتوية على معادن من الأنواع المستعملة إما لإستخراج الزرنيخ أو المعادن أو لصناعة مركباتها الكيميائية. ",,,,,"ملاحظة 3:","26","Heading 26.20 applies only to : # (a)      Slag, ash and residues of a kind used in industry either for the extraction of metals or as a basis for the manufacture of chemical compounds of metals, excluding ash and residues from the incineration of municipal waste (heading 26.21); and # (b)   Slag, ash and residues containing arsenic, whether or not containing metals, of a kind used either for the extraction of arsenic or metals or for the manufacture of their chemical compounds.",,,,,"Note 3:"
"80","لا يشمل هذا الفصل : # أ -  المركبت العضويـة المنفصلة المحددة الصفات كيميائياً، بإستثناء الميثان والبروبان النقيين اللذين يتبعان البند 27.11؛  # ب -  الأدوية الداخلة في البند 30.03 أو البند 30.04؛  # ج -  الهيدروكربونات المخلوطة غير المشبعة والتى تدخل في البنود33.01 أو33.02 أو38.05. ",,,,,"ملاحظة 1:","27","This Chapter does not cover : #  (a) Separate chemically defined organic compounds, other than pure methane and propane which are to be classified in heading 27.11; #  (b) Medicaments of heading 30.03 or 30.04; or #   (c) Mixed unsaturated hydrocarbons of heading 33.01, 33.02 or 38.05.",,,,,"Note 1:"
"81","""إن عبارة """" زيوت النفط أو زيوت المواد المعدنية القارية """" الواردة في البند 27.10 لاتشمل فقط زيوت النفط وزيوت المعادن القارية فحسب، وإنما تشمل أيضاً الزيوت المماثلة وتلك التي تتألف بصورة رئيسية من هيدروكربونات مخلوطة غير مشبعة، المتحصل عليها بأية طريقة، بشرط أن يزيد وزن العناصر غير العطرية فيها عن وزن العناصر العطرية.  ومع ذلك فإن تلك العبارة لا تشمل البولى أوليفينات التركيبية السائلة والتى يتقطر أقل من 60% منها حجماً في درجة حرارة 300 مئوية محولة إلى 1,013 ملليبار بإستعمال طريقة تقطير منخفضة الضغط (الفصل 39). """,,,,,"ملاحظة 2:","27","References in heading 27.10 to “petroleum oils and oils obtained from bituminous minerals” include not only petroleum oils and oils obtained from bituminous minerals but also similar oils, as well as those consisting mainly of mixed unsaturated hydrocarbons, obtained by any process, provided that the weight of the non‑aromatic constituents exceeds that of the aromatic constituents. # However, the references do not include liquid synthetic polyolefins of which less than 60 % by volume distils at 300 °C, after conversion to 1,013 millibars when a reduced‑pressure distillation method is used (Chapter 39).",,,,,"Note 2:"
"82","""لأغراض البند 27.10، يقصد بعبارة """" فضلات الزيوت """" البقايا المحتوية بشكل رئيسى على زيوت  نفط وزيوت متحصـل عليها من مواد معدنية قاريـة (كمـا هى موصوفة في الملاحظة """" 2 """" لهذا  الفصل)، وإن كانت ممزوجه بالماء. وهذه تشمل بصورة خاصة :# أ - الزيوت غير الصالحة لإسـتعمالها الأصلى (كزيوت التشحيم والزيوت الهيدروليكية وزيوت المحولات، المستهلكة)؛ و  # ب -  وحول الزيـوت المتأتية من خزانات المنتجات النفطية المحتوية بشكل رئيسى على مثل هذه الزيوت وعلى إضافات عاليه التركيز (مثل، المنتجات الكيميائية) المستعملة في صناعة  المنتجات الأصلية؛ و # ج -  الزيوت بشكل مستحلبات في الماء أو ممزوجة بالماء، كتلك الناتجة عن إنسكاب الزيوت أو طفح الصهاريج والخزانات أو الناتجة عن غسل الصهاريج والخزانات أو إستعمال زيوت القطع لعمليات الشغل. """,,,,,"ملاحظة 3:","27","For the purposes of heading 27.10, “waste oils” means waste containing mainly petroleum oils and oils obtained from bituminous minerals (as described in Note 2 to this Chapter), whether or not mixed with water.  These include : # (a) Such oils no longer fit for use as primary products (for example, used lubricating oils, used hydraulic oils and used transformer oils); #  (b) Sludge oils from the storage tanks of petroleum oils, mainly containing such oils and a high concentration of additives (for example, chemicals) used in the manufacture of the primary products; and #  (c)  Such oils in the form of emulsions in water or mixtures with water, such as those resulting from oil spills or storage tank washings, or from the use of cutting oils for machining operations.",,,,,"Note 3:"
"83","مالم ينص على خلاف ذلك، فإن بنود هذا الفصل تطبق فقط على: # أ -  العناصر الكيميائية المنفصلة والمركبات المنفصلة المحددة الصفات كيميائياً، وإن إحتوت على شوائب؛ # ب -  المنتجات المذكورة في الفقرة (أ) أعلاه المذابة في الماء (محاليل مائية)؛ # ج -  المنتجات المذكورة في الفقرة (أ) أعـلاه مذابـة في مذيبات أخر بشرط أن تمثل الإذابة في هذه المذيبات عملية عـادية وضرورية لتهيئـة هذه المنتجات وأن تكون قد إتبعت فقط لأغراض تتعلق بالأمـان أو النقل، على ألا يجعـل المذيب هذه المنتجات صالحة لبعض الإستعمالات الخاصة بخلاف  إستعمالاتها العامة؛ # د -  المنتجـات المذكورة أعلاه في الفقرات (أ) أو (ب) أو (ج) والمضاف إليها مادة تثبيت ضرورية لحفظها أو نقلها (بما في ذلك المضاف إليها مادة مضادة للتكتل)؛ # هـ -  المنتجات المذكورة في الفقرات (أ) أو (ب)، أو (ج) أو (د) أعـلاه مضافاً إليها مادة لمنع  الغبار أو مادة ملونة لتسهيل تمييزها أو لدواعى الأمـان، بشرط ألا تجعل هذه الإضافات المنتج أكثر ملائمة لإستعمالات خاصة خلاف الإستعمال العام. ",,,,,"ملاحظة 1:","28"," Except where the context otherwise requires, the headings of this Chapter apply only to : #  (a) Separate chemical elements and separate chemically defined compounds, whether or not containing impurities;#    (b) The products mentioned in (a) above dissolved in water; #  (c) The products mentioned in (a) above dissolved in other solvents provided that the solution constitutes a normal and necessary method of putting up these products adopted solely for reasons of safety or for transport and that the solvent does not render the product particularly suitable for specific use rather than for general use; #   (d) The products mentioned in (a), (b) or (c) above with an added stabiliser (including an anti-caking agent) necessary for their preservation or transport; # (e)  The products mentioned in (a), (b), (c) or (d) above with an added anti‑dusting agent or a colouring substance added to facilitate their identification or for safety reasons, provided that the additions do not render the product particularly suitable for specific use rather than for general use.",,,,,"Note 1:"
"84","علاوة على الدايثيونايت والسلفوكسيلات، المثبتة بمواد عضوية (البند 28.31)، وكربونات وفوق كربونات القواعد غير العضوية (البند 28.36)، والسيانيدات وأكاسيدها، والسيانيدات المركبة، للقواعد غير العضوية (البند 28.37)، وفلمينات وسيانات وثيوسيانات القواعد غير العضويـة (البند 28.38)، والمنتجات العضوية الداخلة في البنود من 28.43 إلى 28.46 والكربيدات (البند 28.49)، فإن مركبات الكربون التالية فقط تدخل في هذا الفصل: # أ -  أكاسيد الكربون وسيانيد الهيدروجين وأحماض الفلمينيك والأيزوسيانيك والثيوسيانيك وغيرها من أحماض السيانوجين البسيطة والمركبة (البند 28.11)؛  # ب -  أكاسيد هاليدات الكربون (البند 28.12)؛ # ج  -  ثانى كبريتيد الكربون (البند 28.13)؛  # د -  الثيوكربونات، والسيلينو كربونات، والتللورو كربونات، والسلينوسيانات، والتللوروسيانات، والتتراثيو سياناتو دأي أمينـو كرومات (رينكات) وغيرها من سيانات مركبة ذات قواعد غير عضوية تخضع (للبند 28.42)؛ # هـ - فـوق أوكسيد الهيدروجين (الماء الأوكسجينى) مقسى بمادة اليوريا (البند 28.47)، وأوكسى كبريتيد  الكربون، هاليـدات الثيوكاربونيل، والسيانوجين وهاليداته، والسيناميد ومشتقاته المعدنية (البند 28.51)، بإستثناء سياناميد الكالسيوم وإن كان نقياً (الفصل 31). ",,,,,"ملاحظة 2:","28","In addition to dithionites and sulphoxylates, stabilised with organic substances (heading 28.31), carbonates and peroxocarbonates of inorganic bases (heading 28.36), cyanides, cyanide oxides and complex cyanides of inorganic bases (heading 28.37), fulminates, cyanates and thiocyanates, of inorganic bases (heading 28.42), organic products included in heading 28.43 to 28.46 and 28.52 and carbides (heading 28.49), only the following compounds of carbon are to be classified in this Chapter : #  (a) Oxides of carbon, hydrogen cyanide and fulminic, isocyanic, thiocyanic and other simple or complex cyanogen acids (heading 28.11); # (b) Halide oxides of carbon (heading 28.12); # (c) Carbon disulphide (heading 28.13); # (d) Thiocarbonates, selenocarbonates, tellurocarbonates, selenocyanates, tellurocyanates, tetrathio- cyanatodiamminochromates (reineckates) and other complex cyanates, of inorganic bases (heading 28.42); #  (e) Hydrogen peroxide, solidified with urea (heading 28.47), carbon oxysulphide, thiocarbonyl halides, cyanogen, cyanogen halides and cyanamide and its metal derivatives (heading 28.53) other than calcium cyanamide, whether or not pure (Chapter 31).",,,,,"Note 2:"
"85","""مع مراعاة الأحكام الواردة في الملاحظة رقم (1) من القسم السادس فإن هذا الفصل لا يشمل: # أ-كلوريد الصوديوم أوأوكسيد الماغنسيوم وإن كانا نقيين كيميائياً و المنتجات الأخر الواردة في القسم الخامس؛ # ب -  مركبات عضوية- غير عضوية ماعدا ما ذكر في الملاحظة (2) السابقة من ملاحظات هذا الفصل؛ # ج -  المنتجات المذكورة في الملاحظات أرقام 2، 3، 4، أو 5،  من الفصل 31؛  # د - المنتجات غير العضوية من النوع المستعمل كمضيئات، الداخلة في البند 32.06؛ مواد قابلة للتزجـج (فريت) وغـيرها من زجاج، بشكل مسحوق أو حبيبات أو رقائئق، الداخلة في البند 32.07؛  # هـ- الجرافيت الإصطناعى (البند 38.01)؛ المحضرات المهيأة لتعبئة أجهزة إطفاء الحريق أو القذائف  المعبأة لإطفاء الحريق، (البند 38.13)؛ مزيلات الحبر المهيأة في أغلفة للبيع بالتجزئة الداخلة في  (البند 38.24)؛ والبللورات المستنبتة (عدا العناصر البصرية) من هـاليدات المعادن القلوية أو القلويـة الترابية (الأرضية) التي لا يقـل وزن الواحـدة منها عن 2.5 جم (البند 38.24)؛  # و  -  الأحجار الكريمة أو شبه الكريمة (الطبيعية أو التركيبية أو المجددة) أو ترابها أو مسحوقها  (البنود من 71.02 الى 71.05)، وكذلك المعادن الثمينة وخلائطها الواردة في الفصل71؛  # ز -  المعادن وإن كانت نقيـة، والخلائـط المعدنية أو الخلائط المعدنية الخزفية """"سيرميت"""" بما فيها  الكربيدات المعدنية الملبدة (كربيدات معدنية ملبدة مع معدن)، الداخلة في القسم الخامس عشر؛ #ح - العناصر البصرية وبصفة خاصة ما كان منها من هاليدات المعادن القلوية أو القلوية الترابية (البند 90.01). """,,,,,"ملاحظة 3:","28","Subject to the provisions of Note 1 to Section VI, this Chapter does not cover : #   (a) Sodium chloride or magnesium oxide, whether or not pure, or other products of Section V; # (b) Organo‑inorganic compounds other than those mentioned in Note 2 above; #  (c) Products mentioned in Note 2, 3, 4 or 5 to Chapter 31; #  (d) Inorganic products of a kind used as luminophores, of heading 32.06; glass frit and other glass in the form of powder, granules or flakes, of heading 32.07; # (e) Artificial graphite (heading 38.01); products put up as charges for fire‑extinguishers or put up in fire‑extinguishing grenades, of heading 38.13; ink removers put up in packings for retail sale, of heading 38.24; cultured crystals (other than optical elements) weighing not less than 2.5 g each, of the halides of the alkali or alkaline‑earth metals, of heading 38.24; # (f) Precious or semi‑precious stones (natural, synthetic or reconstructed) or dust or powder of such stones (headings 71.02 to 71.05), or precious metals or precious metal alloys of Chapter 71; # (g) The metals, whether or not pure, metal alloys or cermets, including sintered metal carbides (metal carbides sintered with a metal), of Section XV; or #  (h) Optical elements, for example, of the halides of the alkali or alkaline‑earth metals (heading 90.01).",,,,,"Note 3:"
"86","إن الأحماض المركبة المحددة الصفات كيميائياً والمكونة من حمض غير معدنى مما هو وارد في الفصل  الفرعى الثانى من هذا الفصل، وحمض معدنى مما هو وارد في الفصل الفرعى الرابع من هذا الفصل أيضاً، تتبع البند 28.11. ",,,,,"ملاحظة 4:","28","Chemically defined complex acids consisting of a non‑metal acid of sub‑Chapter II and a metal acid of sub‑Chapter IV are to be classified in heading 28.11.",,,,,"Note 4:"
"87","تشمل البنود من 28.26 إلى 28.42 فقط الأملاح وفوق أملاح المعادن أو الأمونيوم. مالم ينص على  خلاف ذلك، فإن الأملاح المزدوجة أو المركبة تدخل في البند 28.42. ",,,,,"ملاحظة 5:","28"," Headings 28.26 to 28.42 apply only to metal or ammonium salts or peroxysalts. # Except where the context otherwise requires, double or complex salts are to be classified in heading 28.42.",,,,,"Note 5:"
"88","يطبق البند 28.44 فقط على: # أ  -  التكنتيوم (رقمه الذرى 43) والبروميثيوم (رقمه الذرى 61) والبولونيوم (رقمه الذرى 84) وجميع العناصر التي هى ذات رقم ذرى يزيد عن 84؛ # ب -  النظائر المشعة الطبيعية أو الإصطناعية (بما في ذلك النظائر المشعة للمعادن الثمينة أو المعادن العادية الداخلة في القسمين الرابع عشر والخامس عشر) وإن كانت مخلوطة فيما بينها؛ #ج -  المركبات العضوية أو غير العضوية من هذه العناصر أو النظائر، سواء كانت محددة الصفات كيميائياً أم لا، وإن كانت مخلوطة فيما بينها؛ # د -  الخلائط والتبددات (بما فيها الخلائط المعدنية الخزفية (سيرميت) والمنتجات الخزفية والمخاليط التي تتضمـن هذه العناصر أو هذه النظائر أو مركباتها العضوية أو غير العضوية والتي لها قدرة  إشعاعية نوعية تزيد عن 74  Bq/g (0.002 ميكروكيورى في الجرام الواحد)؛ # هـ -  عناصر الوقود (الخراطيش) المستهلكة (تعرضت للإشعاع) للمفاعلات النووية؛  # و  -  المخلفات المشعة وإن كانت قابلة للإستعمال.  من أجل تطبيق أحكام هذه الملاحظة ونص البندين28.44 و28.45، يقصد بعبارة (نظائر) الآتى: $ -  النيوكليدات المنفردة عدا تلك الموجودة في الطبيعة بحالة نظير أحادى $ -  مخاليط النظائر لذات العنصر، التي تم إغناؤها بواحد أو أكثر من نظائرها، أي العناصر التي  يكون تركيبها النظائرى الطبيعى قد عدل إصطناعيا. ",,,,,"ملاحظة 6:","28"," Heading 28.44 applies only to :# (a) Technetium (atomic No. 43), promethium (atomic No. 61), polonium (atomic No. 84) and all elements with an atomic number greater than84; #  (b) Natural or artificial radioactive isotopes (including those of the precious metals or of the base metals of Sections XIV and XV), whether or not mixed together; #    (c) Compounds, inorganic or organic, of these elements or isotopes, whether or not chemically defined, whether or not mixed together; # (d) Alloys, dispersions (including cermets), ceramic products and mixtures containing these elements or isotopes or inorganic or organic compounds thereof and having a specific radioactivity exceeding 74 Bq/g (0.002 μCi/g); #(e) Spent (irradiated) fuel elements (cartridges) of nuclear reactors; # ( f) Radioactive residues whether or not usable. # The term “isotopes”, for the purposes of this Note and of the wording of headings 28.44 and 28.45, refers to : $  ‑   individual nuclides, excluding, however, those existing in nature in the monoisotopic state; $   ‑   mixtures of isotopes of one and the same element, enriched in one or several of the said isotopes, that is, elements of which the natural isotopic composition has been artificially modified.",,,,,"Note 6:"
"89","يدخل في البند 28.48 فوسفيد النحاس (النحاس الفوسفورى) المحتوى على أكثر من 15%وزناً من الفوسفور",,,,,"ملاحظة 7:","28","Heading 28.53 includes copper phosphide (phosphor copper) containing more than 15 % by weight of phosphorus.",,,,,"Note 7:"
"90","العناصر الكيميائية (مثل  السيليكون والسيلينيوم)، التي تم تنشيطها للإستعمال في الإليكترونيات تدخل في هذا الفصل بشرط أن تكون على أشكال غير مشغولة أو بشكل إسطوانات أو قضبان. وحينما تقطع على هيئة أقـراص أو رقائق أو أشكال مشابهة فإنها تدخل في البند 38.18",,,,,"ملاحظة 8:","28","Chemical elements (for example, silicon and selenium) doped for use in electronics are to be classified in this Chapter, provided that they are in forms unworked as drawn, or in the form of cylinders or rods. When cut in the form of discs, wafers or similar forms, they fall in heading 38.18.",,,,,"Note 8:"
"91","مالم ينص على خلاف ذلك، فإن بنود هذا الفصل تشمل فقط : # أ  -   المركبات العضوية المنفصلة المحددة الصفات كيميائياً وإن إحتوت على شوائب؛ # ب - المخاليط من إثنين أو أكثر من المتشابهات (أيزوميرات) من ذات المركب العضوى؛ وإن إحتوت على  شوائب، بإستثـناء المخاليط من متشابهات ( أيزوميرات ) الهيدروكربون اللادورى (اللاحلقى) (عدا الستريو أيزوميرات) وإن كانت مشبعة (الفصل 27)؛  #ج - المنتجـات الواردة في البنود من 29.36 إلى 29.39 وإثيرات وإسيتيلات وإسترات السكر وأملاحهـا الداخلة في البند 29.40، ومنتجات البند 29.41، وإن كانت محددة أو غير محددة الصفات كيميائياً؛  #د -  المنتجات المذكورة في الفقرات (أ) أو (ب) أو (ج) أعلاه المذابة في الماء (محاليل مائية)؛  # هـ - المنتجات المذكورة في الفقرات (أ) أو (ب) أو (ج) أعـلاه مذابـة في مذيبـات أخر بشرط أن       تكون هذه الإذابة عملية عادية وضروريـة لتهيئـة هذه المنتجات وأن تكون قد أتبعت فقط   لأغراض تتعلق بدواعى الأمان أو بمقتضيات النقل، على ألا يجعل المذيب هذه المنتجات صالحة لبعض الإستعمالات الخاصة عدا إستعمالاتها العامة؛ # و - المنتجـات المذكورة أعلاه في الفقرات (أ) أو (ب) أو (ج) أو (د) أو (هـ) والمضاف إليها مثبت (بما في ذلك المضاف إليها عامل مضاد للتكتل) ضرورى لحفظها أو لنقلها؛  # ز -  المنتجات المذكورة في الفقرات (أ) أو (ب) أو (ج) أو (د) أو (هـ) أو (و) أعلاه، المضاف إليها مـادة لمنـع الغبار أو مادة ملونة أو مادة ذات رائحة مميزة ليسهل تمييزها أو لدواعى الأمان بشـرط ألا تجعـل هـذه الإضافات المنتج صالح لبعض الإستعمالات الخاصة غير إستعمالاته العامة؛  #ح -  المنتجات التالية المخففة المعايرة ( بقوة تركيز قياسية )، لإنتاج أصباغ الأزو: أملاح الديازونيـوم، والروابـط الثنائية المستعملة للإزدواج مع هذه الأملاح والأمينات القابلة للتحويل إلى مركبات ديازوتية وأملاحها. ",,,,,"ملاحظة 1:","29","Except where the context otherwise requires, the headings of this Chapter apply only to : #  (a)  Separate chemically defined organic compounds, whether or not containing impurities; #   (b)  Mixtures of two or more isomers of the same organic compound (whether or not containing impurities), except mixtures of acyclic hydrocarbon isomers (other than stereoisomers), whether or not saturated (Chapter 27); # (c)  The products of headings 29.36 to 29.39 or the sugar ethers, sugar acetals and sugar esters, and their salts, of heading 29.40, or the products of heading 29.41, whether or not chemically defined; # (d)  The products mentioned in (a), (b) or (c) above dissolved in water; #  (e)  The products mentioned in (a), (b) or (c) above dissolved in other solvents provided that the solution constitutes a normal and necessary method of putting up these products adopted solely for reasons of safety or for transport and that the solvent does not render the product particularly suitable for specific use rather than for general use; # (f)  The products mentioned in (a), (b), (c), (d) or (e) above with an added stabiliser (including an anti-caking agent) necessary for their preservation or transport; #  (g)  The products mentioned in (a), (b), (c), (d), (e) or (f) above with an added anti-dusting agent or a colouring or odoriferous substance or an emetic added to facilitate their identification or for safety reasons, provided that the additions do not render the product particularly suitable for specific use rather than for general use; #  (h)  The following products, diluted to standard strengths, for the production of azo dyes : diazonium salts, couplers used for these salts and diazotisable amines and their salts.",,,,,"Note 1: "
"92","لا يشمل هذا الفصل : # أ  -  أصناف البند 15.04 أو الجليسرول الخام الداخل في البند 15.20؛   # ب - كحول الإيثيل (البند 22.07 أو البند 22.08)؛  # ج - الميثان والبروبان (البند 27.11)؛  # د - مركبات الكربون المذكورة في الملاحظة 2 للفصل  28؛  # هـ- البولة (اليوريا) (البند 31.02 أو 31.05)؛  # و - المواد الملونة من أصل نباتى أو حيوانى (البند 32.03)، والمواد الملونة العضوية التركيبية والمنتجـات العضوية التركيبية من الأنواع المضيئة أو المستعملة كعوامل مساعدة للتبييض الضوئـى (البند 32.04) وكذلك الأصباغ وغيرها من المواد الملونة المهيأة في أشكال أو أغلفة للبيع بالتجزئة (البند 32.12)؛  # ز - الأنـزيمات (البند 35.07)؛  #ح - الميتالدهيد، الهكسامثيلين تترامين، أو المواد المماثلة المهيأة بشكل أقراص، أو عيدان أو أشكال مماثـلة للإسـتعمال كوقود، وكذلك الوقود السائل والغازات المسيلة من النوع  المسـتعمل لتعبئة أو إعادة تعبئة قداحـات السجائر والقداحات المماثلة، في أوعية لاتتجاوز سعتها 300 سم3 (البند 36.06)؛  # ط - المنتجات المهيأة كشحنات لأجهزة إطفاء الحريق أو في قذائف معدة لإطفاء الحريق الداخلة في البنـد 38.13؛ مـزيـلات الحبر المهيـأة في أغلفـة للبيع بالتجزئة، الداخلة في البند 38.24؛ أو # ى - العناصر البصرية، وبصفة خاصة تلك المصنوعة من طرطيرات الإيثيلين ثنائى أمين مثـلاً (البند 90.01).",,,,,"ملاحظة 2:","29","This Chapter does not cover : # (a)  Goods of heading 15.04 or crude glycerol of heading 15.20; # (b)  Ethyl alcohol (heading 22.07 or 22.08); # (c)  Methane or propane (heading 27.11); #(d)  The compounds of carbon mentioned in Note 2 to Chapter 28; #  (e)  Immunological products of heading 30.02. # (f)  Urea (heading 31.02 or 31.05); #  (g)  Colouring matter of vegetable or animal origin (heading 32.03), synthetic organic colouring matter, synthetic organic products of a kind used as fluorescent brightening agents or as luminophores (heading 32.04) or dyes or other colouring matter put up in forms or packings for retail sale (heading 32.12); #(h)  Enzymes (heading 35.07); #  (ij)  Metaldehyde, hexamethylenetetramine or similar substances, put up in forms (for example, tablets, sticks or similar forms) for use as fuels, or liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300 cm3 (heading 36.06); # (k)  Products put up as charges for fire-extinguishers or put up in fire-extinguishing grenades, of heading 38.13; ink removers put up in packings for retail sale, of heading 38.24; or #  (l)  Optical elements, for example, of ethylenediamine tartrate (heading 90.01).",,,,,"Note 2:"
"93","الأصناف التي ينطبق عليها بندان أو أكثر من بنود هذا الفصل تدخل في البند الذي يرد متأخراً في الترتيب الرقمى. ",,,,,"ملاحظة 3:","29","Goods which could be included in two or more of the headings of this Chapter are to be classified in that one of those headings which occurs last in numerical order.",,,,,"Note 3:"
