"id","ston_import","ston_import_notes","ston_export","ston_export_notes","id_stone_id","ston_export_en","ston_export_notes_en","ston_import_en","ston_import_notes_en"
"349","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","18069000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"350","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19019010","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"351","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19019090","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"352","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19021100","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"353","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19021900","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"354","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19022000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"355","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19023000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"356","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19024000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"357","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19030000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"358","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19041000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"359","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19042000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"360","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19043000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"361","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19049000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"362","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19053100","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"363","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19053200","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"364","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","19059000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"365","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن  الوثائق  المرفقة بالارسالية دون تحديدها وتدون كافة بياناتها في سجلات خاصة بذلك من قبل مركز الحجر الصحي النباتي.",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة ","20011000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party.","It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. A copy of the documents attached to the consignment must be provided without specifying them, and all their data must be recorded in records. Specially designed by the Plant Quarantine Center.",
